Simulation level:metapop
Simulation finished in 121.94 s
Outputs stored in outputs/counts.csv
         250768863 function calls (217796981 primitive calls) in 123.470 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_tools.py:35(ToolBase)
        1    0.000    0.000    0.000    0.000 _base.py:344(_BaseExcelReader)
        1    0.000    0.000    0.000    0.000 pytables.py:2647(GenericFixed)
        1    0.000    0.000    0.000    0.000 expr.py:781(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 has_props.py:584(apply_theme)
       36    0.000    0.000    0.000    0.000 palettes.py:1149(Category20c_20)
        1    0.000    0.000    0.000    0.000 filters.py:64(IndexFilter)
        1    0.000    0.000    0.000    0.000 textures.py:47(Texture)
        1    0.000    0.000    0.000    0.000 groups.py:107(CheckboxGroup)
        1    0.000    0.000    0.000    0.000 groups.py:126(CheckboxButtonGroup)
        1    0.000    0.000    0.000    0.000 inputs.py:84(FileInput)
        1    0.000    0.000    0.000    0.000 tables.py:470(SelectEditor)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        2    0.000    0.000    0.000    0.000 std.py:1236(fp_write)
        2    0.000    0.000    0.000    0.000 utils.py:198(_supports_unicode)
        1    0.000    0.000    0.000    0.000 _collections.py:173(Properties)
        1    0.000    0.000    0.000    0.000 langhelpers.py:833(__getattr__)
        1    0.000    0.000    0.000    0.000 elements.py:3075(Grouping)
        3    0.000    0.000    0.000    0.000 inspection.py:91(_self_inspects)
        1    0.000    0.000    0.000    0.000 type_api.py:856(__init__)
        1    0.000    0.000    0.000    0.000 schema.py:1508(ForeignKey)
        1    0.000    0.000    0.000    0.000 pool.py:440(_ConnectionRecord)
        3    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       23    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        7    0.000    0.000    0.000    0.000 weakref.py:408(__setitem__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        3    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:977(_stop)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 scanner.py:368(fetch_stream_end)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        3    0.000    0.000    0.000    0.000 constructor.py:219(construct_yaml_bool)
        1    0.000    0.000    0.000    0.000 constructor.py:467(Constructor)
       14    0.000    0.000    0.000    0.000 six.py:189(__get_module)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       10    0.000    0.000    0.000    0.000 case.py:1346(_deprecate)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        5    0.000    0.000    0.000    0.000 docopt.py:125(<listcomp>)
        7    0.000    0.000    0.000    0.000 docopt.py:176(single_match)
       44    0.000    0.000    0.000    0.000 docopt.py:476(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
       12    0.000    0.000    0.000    0.000 plistlib.py:293(get_data)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 _osx_support.py:260(_override_all_archs)
        4    0.000    0.000    0.000    0.000 libmpf.py:631(mpf_le)
        1    0.000    0.000    0.000    0.000 functions.py:3(SpecialFunctions)
        9    0.000    0.000    0.000    0.000 inverselaplace.py:16(__init__)
        6    0.000    0.000    0.000    0.000 ctx_mp_python.py:80(mpf_convert_arg)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:36(ivmpf)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
       32    0.000    0.000    0.000    0.000 basic.py:879(<genexpr>)
       14    0.000    0.000    0.000    0.000 basic.py:894(<listcomp>)
       16    0.000    0.000    0.000    0.000 evalf.py:1242(<lambda>)
        1    0.000    0.000    0.000    0.000 runtests.py:1882(PyTestReporter)
       12    0.000    0.000    0.000    0.000 operations.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 function.py:1584(Subs)
       15    0.000    0.000    0.000    0.000 add.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1656(RealInterval)
        2    0.000    0.000    0.000    0.000 pythonrational.py:45(__init__)
        1    0.000    0.000    0.000    0.000 stringpict.py:21(stringPict)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:166(<lambda>)
        9    0.000    0.000    0.000    0.000 sets.py:824(<genexpr>)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:19(Expression)
        1    0.000    0.000    0.000    0.000 traversaltools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:603(G_Function)
        1    0.000    0.000    0.000    0.000 series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequences.py:749(SeqExprOp)
        1    0.000    0.000    0.000    0.000 common.py:900(MatrixProperties)
        1    0.000    0.000    0.000    0.000 common.py:1479(MatrixOperations)
       22    0.000    0.000    0.000    0.000 manualintegrate.py:68(_evaluates)
        1    0.000    0.000    0.000    0.000 plot.py:531(Parametric2DLineSeries)
        1    0.000    0.000    0.000    0.000 experimental_lambdify.py:246(Lambdifier)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:39(interval)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
       13    0.000    0.000    0.000    0.000 environment.py:882(make_globals)
       44    0.000    0.000    0.000    0.000 nodes.py:604(<genexpr>)
       17    0.000    0.000    0.000    0.000 nodes.py:791(<genexpr>)
        1    0.000    0.000    0.000    0.000 runtime.py:351(LoopContextBase)
       10    0.000    0.000    0.000    0.000 compiler.py:317(temporary_identifier)
        1    0.000    0.000    0.000    0.000 compiler.py:582(macro_def)
       13    0.000    0.000    0.000    0.000 optimizer.py:32(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:405(SSLProtocol)
        6    0.000    0.000    0.000    0.000 reportviews.py:649(<lambda>)
        6    0.000    0.000    0.000    0.000 digraph.py:381(add_node)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        8    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 csc.py:18(csc_matrix)
        2    0.000    0.000    0.000    0.000 dag.py:190(<dictcomp>)
       26    0.000    0.000    0.000    0.000 graphml.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:118(_LUSolver)
        1    0.000    0.000    0.000    0.000 interface.py:55(LinearOperator)
       23    0.000    0.000    0.000    0.000 config.py:769(inner)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        1    0.000    0.000    0.000    0.000 datetimelike.py:773(DatetimelikeDelegateMixin)
       10    0.000    0.000    0.000    0.000 timedeltas.py:42(_make_wrapped_arith_op)
        1    0.000    0.000    0.000    0.000 format.py:402(TableFormatter)
        1    0.000    0.000    0.000    0.000 client.py:227(HTTPResponse)
        1    0.000    0.000    0.000    0.000 request.py:1663(URLopener)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1758(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3763(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6684(unicode_set)
        1    0.000    0.000    0.000    0.000 cm.py:172(ScalarMappable)
        1    0.000    0.000    0.000    0.000 font_manager.py:513(FontProperties)
        1    0.000    0.000    0.000    0.000 patches.py:1846(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:48(LayoutBox)
        4    0.000    0.000    0.000    0.000 future.py:77(metaclass)
        2    0.000    0.000    0.000    0.000 palettes.py:688(Greys256)
        2    0.000    0.000    0.000    0.000 palettes.py:954(Plasma256)
       36    0.000    0.000    0.000    0.000 palettes.py:1107(Category20_20)
       10    0.000    0.000    0.000    0.000 color.py:119(transform)
        1    0.000    0.000    0.000    0.000 annotations.py:98(TextAnnotation)
        1    0.000    0.000    0.000    0.000 transforms.py:356(StepInterpolator)
        1    0.000    0.000    0.000    0.000 axes.py:206(LinearAxis)
        1    0.000    0.000    0.000    0.000 axes.py:288(DatetimeAxis)
        1    0.000    0.000    0.000    0.000 visitors.py:109(ClauseVisitor)
        5    0.000    0.000    0.000    0.000 compat.py:286(metaclass)
        1    0.000    0.000    0.000    0.000 langhelpers.py:815(method)
        1    0.000    0.000    0.000    0.000 elements.py:3531(Label)
        1    0.000    0.000    0.000    0.000 elements.py:3913(_IdentifiedClause)
        1    0.000    0.000    0.000    0.000 elements.py:4029(__new__)
        1    0.000    0.000    0.000    0.000 elements.py:4436(AnnotatedColumnElement)
        1    0.000    0.000    0.000    0.000 events.py:293(PoolEvents)
        1    0.000    0.000    0.000    0.000 events.py:521(ConnectionEvents)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:909(EvaluateFalseTransformer)
        1    0.000    0.000    0.000    0.000 abstract_agent.py:35(AbstractAgent)
       24    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
       40    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
       31    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 os.py:1001(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
        2    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        1    0.000    0.000    0.000    0.000 subprocess.py:875(__del__)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:813(stem)
        1    0.000    0.000    0.000    0.000 parser.py:217(process_directives)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 records.py:234(record)
       10    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        1    0.000    0.000    0.000    0.000 argparse.py:1606(ArgumentParser)
        1    0.000    0.000    0.000    0.000 lang.py:174(TextXVisitor)
        1    0.000    0.000    0.000    0.000 __init__.py:553(WorkingSet)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1697(ZipProvider)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        2    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 _osx_support.py:1(<module>)
       12    0.000    0.000    0.000    0.000 state_machines.py:333(_parse_when)
        4    0.000    0.000    0.000    0.000 libmpf.py:1313(from_str)
        1    0.000    0.000    0.000    0.000 {built-in method gmpy2.xmpz}
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:141(__int__)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:357(_mpc)
        5    0.000    0.000    0.000    0.000 ctx_iv.py:233(_binary_op)
        5    0.000    0.000    0.000    0.000 sympify.py:13(__init__)
        1    0.000    0.000    0.000    0.000 comparts.py:16(Compartment)
        4    0.000    0.000    0.000    0.000 expr.py:903(neg)
        3    0.000    0.000    0.000    0.000 numbers.py:2089(__mod__)
        3    0.000    0.000    0.000    0.000 numbers.py:2441(__new__)
        7    0.000    0.000    0.000    0.000 numbers.py:2540(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:3216(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:3739(ImaginaryUnit)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        3    0.000    0.000    0.000    0.000 containers.py:64(__iter__)
        1    0.000    0.000    0.000    0.000 containers.py:17(Tuple)
        1    0.000    0.000    0.000    0.000 power.py:371(_eval_is_negative)
        1    0.000    0.000    0.000    0.000 power.py:531(_eval_is_finite)
       48    0.000    0.000    0.000    0.000 boolalg.py:249(__nonzero__)
        2    0.000    0.000    0.000    0.000 exprtools.py:206(decompose_power)
        1    0.000    0.000    0.000    0.000 relational.py:23(Relational)
        1    0.000    0.000    0.000    0.000 ask.py:53(antihermitian)
        2    0.000    0.000    0.000    0.000 orderings.py:199(monomial_key)
        1    0.000    0.000    0.000    0.000 continued_fraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printer.py:79(Printer)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:228(<lambda>)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:231(<lambda>)
        1    0.000    0.000    0.000    0.000 sets.py:1855(FiniteSet)
        1    0.000    0.000    0.000    0.000 fancysets.py:499(Range)
        1    0.000    0.000    0.000    0.000 fcode.py:53(FCodePrinter)
        1    0.000    0.000    0.000    0.000 jscode.py:38(JavascriptCodePrinter)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:14(AlgebraicField)
        1    0.000    0.000    0.000    0.000 error_functions.py:1901(Chi)
        1    0.000    0.000    0.000    0.000 delta_functions.py:369(Heaviside)
        1    0.000    0.000    0.000    0.000 indexed.py:122(Indexed)
        1    0.000    0.000    0.000    0.000 adjoint.py:9(Adjoint)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:74(ExprWithLimits)
        1    0.000    0.000    0.000    0.000 line.py:40(LinearEntity)
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        6    0.000    0.000    0.000    0.000 _parser.py:348(ampm)
        2    0.000    0.000    0.000    0.000 _parser.py:469(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:322(_ttinfo)
       37    0.000    0.000    0.000    0.000 _compat.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 runtime.py:591(Undefined)
        6    0.000    0.000    0.000    0.000 lexer.py:321(push)
        1    0.000    0.000    0.000    0.000 compiler.py:614(push_parameter_definitions)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:73(wrap_render_func)
        1    0.000    0.000    0.000    0.000 transports.py:44(ReadTransport)
        1    0.000    0.000    0.000    0.000 tasks.py:81(Task)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(Process)
       12    0.000    0.000    0.000    0.000 graph.py:416(__contains__)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 sputils.py:16(<listcomp>)
        1    0.000    0.000    0.000    0.000 _index.py:30(IndexMixin)
        1    0.000    0.000    0.000    0.000 boundary.py:17(<module>)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 planarity.py:167(ConflictPair)
        1    0.000    0.000    0.000    0.000 triads.py:15(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:353(_ExpmPadeHelper)
        3    0.000    0.000    0.000    0.000 __init__.py:72(_import_lzma)
        1    0.000    0.000    0.000    0.000 display.py:14(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        8    0.000    0.000    0.000    0.000 accessor.py:167(__init__)
        1    0.000    0.000    0.000    0.000 base.py:71(PandasObject)
        1    0.000    0.000    0.000    0.000 console.py:3(<module>)
        4    0.000    0.000    0.000    0.000 timedeltas.py:60(_field_accessor)
        1    0.000    0.000    0.000    0.000 blocks.py:3109(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 arrays.py:3(<module>)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        3    0.000    0.000    0.000    0.000 series.py:123(_coerce_method)
        1    0.000    0.000    0.000    0.000 __init__.py:308(__init__)
        6    0.000    0.000    0.000    0.000 deprecation.py:189(finalize)
       16    0.000    0.000    0.000    0.000 rcsetup.py:201(validate_int)
        1    0.000    0.000    0.000    0.000 rcsetup.py:468(validate_whiskers)
        2    0.000    0.000    0.000    0.000 pyparsing.py:849(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3575(parseImpl)
        1    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1095(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1621(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:2131(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 contour.py:738(ContourSet)
        1    0.000    0.000    0.000    0.000 ticker.py:1283(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1810(MaxNLocator)
        1    0.000    0.000    0.000    0.000 text.py:1279(TextWithDash)
       24    0.000    0.000    0.000    0.000 dviread.py:124(_dispatch)
        1    0.000    0.000    0.000    0.000 mathtext.py:746(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 backend_tools.py:384(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:958(ToolPan)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(RectangleSelector)
        1    0.000    0.000    0.000    0.000 window.py:832(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 ops.py:707(BinGrouper)
        1    0.000    0.000    0.000    0.000 _base.py:534(ExcelWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:13(_OpenpyxlWriter)
       22    0.000    0.000    0.000    0.000 expr.py:326(_op_maker)
        1    0.000    0.000    0.000    0.000 Image.py:3135(Exif)
        1    0.000    0.000    0.000    0.000 settings.py:243(PrioritizedSetting)
        1    0.000    0.000    0.000    0.000 bases.py:69(Property)
        1    0.000    0.000    0.000    0.000 descriptors.py:121(PropertyDescriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:437(BasicPropertyDescriptor)
        2    0.000    0.000    0.000    0.000 palettes.py:558(Blues256)
       12    0.000    0.000    0.000    0.000 palettes.py:809(Accent8)
        2    0.000    0.000    0.000    0.000 palettes.py:886(Inferno256)
        2    0.000    0.000    0.000    0.000 palettes.py:920(Magma256)
        2    0.000    0.000    0.000    0.000 palettes.py:1022(Cividis256)
        2    0.000    0.000    0.000    0.000 palettes.py:1056(Turbo256)
       16    0.000    0.000    0.000    0.000 palettes.py:1088(Category10_10)
        2    0.000    0.000    0.000    0.000 palettes.py:1111(Category20b_3)
        1    0.000    0.000    0.000    0.000 container.py:55(Seq)
        1    0.000    0.000    0.000    0.000 dataspec.py:271(FontSizeSpec)
        1    0.000    0.000    0.000    0.000 dataspec.py:443(make_descriptors)
        1    0.000    0.000    0.000    0.000 tickers.py:172(MonthsTicker)
        1    0.000    0.000    0.000    0.000 tickers.py:240(DatetimeTicker)
        1    0.000    0.000    0.000    0.000 filters.py:78(BooleanFilter)
        1    0.000    0.000    0.000    0.000 renderers.py:77(DataRenderer)
        1    0.000    0.000    0.000    0.000 axes.py:299(MercatorAxis)
        1    0.000    0.000    0.000    0.000 tools.py:243(PanTool)
        1    0.000    0.000    0.000    0.000 tools.py:332(WheelPanTool)
        1    0.000    0.000    0.000    0.000 tools.py:645(ZoomOutTool)
        1    0.000    0.000    0.000    0.000 buttons.py:54(ButtonLike)
        1    0.000    0.000    0.000    0.000 buttons.py:86(Button)
        1    0.000    0.000    0.000    0.000 buttons.py:117(Toggle)
        1    0.000    0.000    0.000    0.000 inputs.py:152(TextAreaInput)
        1    0.000    0.000    0.000    0.000 panels.py:8(<module>)
        1    0.000    0.000    0.000    0.000 state.py:69(State)
        1    0.000    0.000    0.000    0.000 resources.py:66(BaseResources)
        1    0.000    0.000    0.000    0.000 _collections.py:359(OrderedSet)
        1    0.000    0.000    0.000    0.000 _collections.py:873(__init__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:952(SchemaType)
        1    0.000    0.000    0.000    0.000 elements.py:2558(UnaryExpression)
        1    0.000    0.000    0.000    0.000 pool.py:731(_ConnectionFairy)
        1    0.000    0.000    0.000    0.000 result.py:1240(BufferedRowResultProxy)
        1    0.000    0.000    0.000    0.000 default.py:524(StrCompileDialect)
        1    0.000    0.000    0.000    0.000 group_manager.py:28(GroupManager)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
       19    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        1    0.000    0.000    0.000    0.000 weakref.py:336(__new__)
        2    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        3    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 pathlib.py:391(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 constructor.py:13(BaseConstructor)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        8    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
       22    0.000    0.000    0.000    0.000 fromnumeric.py:2787(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:290(_ctypes)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:6112(mvoid)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        3    0.000    0.000    0.000    0.000 docopt.py:99(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1061(NonTerminal)
        7    0.000    0.000    0.000    0.000 __init__.py:2334(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 plistlib.py:247(_PlistParser)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        2    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        2    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
       16    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        6    0.000    0.000    0.000    0.000 libmpf.py:653(mpf_pos)
       15    0.000    0.000    0.000    0.000 libelefun.py:106(def_mpf_constant)
        1    0.000    0.000    0.000    0.000 gammazeta.py:395(bernoulli_size)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:145(__nonzero__)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:581(PythonMPContext)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:291(MPIntervalContext)
       10    0.000    0.000    0.000    0.000 basic.py:1708(class_key)
        1    0.000    0.000    0.000    0.000 facts.py:260(Prover)
        1    0.000    0.000    0.000    0.000 multi_process_manager.py:39(MultiProcessManager)
        1    0.000    0.000    0.000    0.000 atoms.py:24(AtomAgent)
       25    0.000    0.000    0.000    0.000 evalf.py:1245(<lambda>)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
       10    0.000    0.000    0.000    0.000 timeutils.py:56(decorator)
       11    0.000    0.000    0.000    0.000 numbers.py:624(class_key)
        7    0.000    0.000    0.000    0.000 numbers.py:1140(_eval_is_zero)
        1    0.000    0.000    0.000    0.000 numbers.py:1736(__ne__)
        1    0.000    0.000    0.000    0.000 numbers.py:2512(One)
        1    0.000    0.000    0.000    0.000 numbers.py:2695(__new__)
       16    0.000    0.000    0.000    0.000 numbers.py:3219(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:3420(Exp1)
        2    0.000    0.000    0.000    0.000 add.py:591(<listcomp>)
