Simulation level:metapop
Simulation finished in 121.94 s
Outputs stored in outputs/counts.csv
         250768863 function calls (217796981 primitive calls) in 123.470 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
        1    0.000    0.000    0.000    0.000 interval.py:113(IntervalArray)
   154/80    0.000    0.000    0.000    0.000 basic.py:488(free_symbols)
        1    0.000    0.000    0.000    0.000 type_api.py:28(TypeEngine)
      103    0.000    0.000    0.000    0.000 std.py:226(format_interval)
       44    0.000    0.000    0.000    0.000 core.py:145(get_object_signature)
        1    0.000    0.000    0.000    0.000 palettes.py:400(_autoprop)
       55    0.000    0.000    0.000    0.000 std.py:99(__exit__)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:64(AnsiToWin32)
        1    0.000    0.000    0.000    0.000 ddl.py:29(DDLElement)
       30    0.000    0.000    0.000    0.000 enum.py:830(__or__)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 expressions.py:29(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:16(Basic)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:1(<module>)
     4159    0.000    0.000    0.000    0.000 inspect.py:2521(default)
      158    0.000    0.000    0.000    0.000 _decorators.py:282(__call__)
       16    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        6    0.000    0.000    0.000    0.000 patches.py:1803(_pprint_table)
        1    0.000    0.000    0.000    0.000 exc.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
      293    0.000    0.000    0.000    0.000 basic.py:81(__new__)
        1    0.000    0.000    0.000    0.000 gruntz.py:118(<module>)
       51    0.000    0.000    0.000    0.000 common.py:516(UnicodeWriter)
       19    0.000    0.000    0.000    0.000 meta.py:38(__prepare__)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dml.py:188(ValuesBase)
       20    0.000    0.000    0.000    0.000 mul.py:1250(_eval_pos_neg)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 facts.py:49(<module>)
        6    0.000    0.000    0.000    0.000 numbers.py:654(__mul__)
        2    0.000    0.000    0.000    0.000 common.py:5(<module>)
       29    0.000    0.000    0.000    0.000 rcsetup.py:69(f)
       15    0.000    0.000    0.000    0.000 parser.py:396(parse_assign_target)
        1    0.000    0.000    0.000    0.000 group.py:10(<module>)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 graphviews.py:35(<module>)
       68    0.000    0.000    0.000    0.000 logic.py:40(_fuzzy_group)
       73    0.000    0.000    0.000    0.000 decorators.py:67(__sympifyit)
      435    0.000    0.000    0.000    0.000 state.py:68(__lt__)
      500    0.000    0.000    0.000    0.000 misc.py:373(create_population_getter)
        2    0.000    0.000    0.000    0.000 palettes.py:1178(Purples)
        1    0.000    0.000    0.000    0.000 _numpy_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 asyn_fluid.py:6(<module>)
       67    0.000    0.000    0.000    0.000 pyparsing.py:4410(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 util.py:8(<module>)
      178    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
      177    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
      268    0.000    0.000    0.000    0.000 libmpf.py:322(<genexpr>)
       26    0.000    0.000    0.000    0.000 core.py:6618(__init__)
      259    0.000    0.000    0.000    0.000 artist.py:1204(_replace_path)
        1    0.000    0.000    0.000    0.000 figure.py:1272(FigureOptions)
        1    0.000    0.000    0.000    0.000 realfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 duplication.py:19(<module>)
  111/103    0.000    0.000    0.000    0.000 __init__.py:409(wrapper)
     2629    0.000    0.000    0.000    0.000 bases.py:473(validation_on)
        1    0.000    0.000    0.000    0.000 has_props.py:496(properties_with_values)
        1    0.000    0.000    0.000    0.000 has_props.py:528(query_properties_with_values)
        1    0.000    0.000    0.000    0.000 degree_alg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 richclub.py:11(<module>)
        1    0.000    0.000    0.000    0.000 swap.py:3(<module>)
        4    0.000    0.000    0.000    0.000 util.py:1(<module>)
       19    0.000    0.000    0.000    0.000 parser.py:569(parse_flow_mapping_value)
       11    0.000    0.000    0.000    0.000 deprecations.py:89(_sanitize_restructured_text)
      559    0.000    0.000    0.000    0.000 compiler.py:402(newline)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
       63    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
       54    0.000    0.000    0.000    0.000 numbers.py:1068(_new)
        1    0.000    0.000    0.000    0.000 indexing.py:1853(_iLocIndexer)
       40    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:169(patch_all)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 joint_degree_seq.py:8(<module>)
        1    0.000    0.000    0.000    0.000 base.py:669(IndexOpsMixin)
       47    0.000    0.000    0.000    0.000 mul.py:31(_mulsort)
        1    0.000    0.000    0.000    0.000 stoerwagner.py:9(<module>)
        1    0.000    0.000    0.000    0.000 recognition.py:75(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:9(<module>)
        2    0.000    0.000    0.000    0.000 palettes.py:520(Purples4)
        1    0.000    0.000    0.000    0.000 add.py:69(Add)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      126    0.000    0.000    0.000    0.000 langhelpers.py:93(_unique_symbols)
        1    0.000    0.000    0.000    0.000 libintmath.py:7(<module>)
        1    0.000    0.000    0.000    0.000 coding.py:20(<module>)
       24    0.000    0.000    0.000    0.000 precedence.py:56(precedence_Mul)
        1    0.000    0.000    0.000    0.000 mis.py:15(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6623(getdoc)
      268    0.000    0.000    0.000    0.000 docopt.py:37(__hash__)
        1    0.000    0.000    0.000    0.000 code.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 iterables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<module>)
      251    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(__eq__)
        1    0.000    0.000    0.000    0.000 compatibility.py:1(<module>)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4453(streamline)
       25    0.000    0.000    0.000    0.000 pathlib.py:1007(__new__)
        1    0.000    0.000    0.000    0.000 property_mixins.py:316(TextProps)
        1    0.000    0.000    0.000    0.000 named.py:9(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 reciprocity.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _osx_support.py:128(_supports_universal_builds)
        1    0.000    0.000    0.000    0.000 gomory_hu.py:14(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2637(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 _numpy_fft.py:54(<module>)
     20/1    0.000    0.000    0.000    0.000 docopt.py:379(parse_expr)
      161    0.000    0.000    0.000    0.000 numbers.py:1337(__hash__)
        8    0.000    0.000    0.000    0.000 emulsion_model.py:541(<listcomp>)
        1    0.000    0.000    0.000    0.000 pajek.py:23(<module>)
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:11(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:744(__getitem__)
      196    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
        1    0.000    0.000    0.000    0.000 layouts.py:60(LayoutDOM)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hmn.py:11(<module>)
        1    0.000    0.000    0.000    0.000 label_propagation.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 docopt.py:464(printable_usage)
        1    0.000    0.000    0.000    0.000 __init__.py:703(matplotlib_fname)
       55    0.000    0.000    0.000    0.000 std.py:92(release)
        1    0.000    0.000    0.000    0.000 non_randomness.py:12(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:94(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        2    0.000    0.000    0.000    0.000 _osx_support.py:83(_get_system_version)
       13    0.000    0.000    0.000    0.000 utils.py:149(open_if_exists)
        4    0.000    0.000    0.000    0.000 state_machines.py:227(build_graph)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_yaml.py:15(<module>)
        1    0.000    0.000    0.000    0.000 clique.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nx_pydot.py:15(<module>)
       13    0.000    0.000    0.000    0.000 generic.py:11591(_make_stat_function)
        1    0.000    0.000    0.000    0.000 artist.py:1088(ArtistInspector)
     32/8    0.000    0.000    0.000    0.000 docopt.py:392(parse_seq)
        1    0.000    0.000    0.000    0.000 mycielski.py:11(<module>)
       52    0.000    0.000    0.000    0.000 std.py:1370(format_dict)
        1    0.000    0.000    0.000    0.000 accessors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 period.py:71(PeriodIndex)
      221    0.000    0.000    0.000    0.000 compatibility.py:198(iterable)
        1    0.000    0.000    0.000    0.000 correlation.py:3(<module>)
       58    0.000    0.000    0.000    0.000 strings.py:1830(_forbid_nonstring_types)
     1412    0.000    0.000    0.000    0.000 descriptors.py:127(__init__)
     1143    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6704(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 exprtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:193(TimelikeOps)
      288    0.000    0.000    0.000    0.000 constructor.py:387(construct_yaml_str)
        1    0.000    0.000    0.000    0.000 config.py:49(<module>)
       51    0.000    0.000    0.000    0.000 cast.py:1167(cast_scalar_to_array)
      644    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       30    0.000    0.000    0.000    0.000 idtracking.py:226(inner_visit)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
       16    0.000    0.000    0.000    0.000 precedence.py:74(precedence_Float)
        1    0.000    0.000    0.000    0.000 glyphs.py:126(AnnularWedge)
      993    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 radsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chains.py:10(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:505(BoxAnnotation)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 line.py:13(<module>)
        1    0.000    0.000    0.000    0.000 events.py:54(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:8(<module>)
        1    0.000    0.000    0.000    0.000 latex.py:3(<module>)
        1    0.000    0.000    0.000    0.000 python.py:3(<module>)
        6    0.000    0.000    0.000    0.000 base.py:5617(_make_logical_function)
       15    0.000    0.000    0.000    0.000 descriptors.py:281(serializable_value)
       27    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
        1    0.000    0.000    0.000    0.000 visualization.py:3(<module>)
        2    0.000    0.000    0.000    0.000 util.py:73(find_spec)
        1    0.000    0.000    0.000    0.000 abstract_process_manager.py:6(<module>)
       22    0.000    0.000    0.000    0.000 multi_process_manager.py:137(select_atoms)
        1    0.000    0.000    0.000    0.000 distance_regular.py:10(<module>)
      162    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
     48/8    0.000    0.000    0.000    0.000 docopt.py:404(parse_atom)
      551    0.000    0.000    0.000    0.000 scanner.py:322(unwind_indent)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
      102    0.000    0.000    0.000    0.000 base.py:1826(is_object)
        1    0.000    0.000    0.000    0.000 window.py:2272(EWM)
       61    0.000    0.000    0.000    0.000 posixpath.py:168(islink)
        1    0.000    0.000    0.000    0.000 annotations.py:748(LabelSet)
       57    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 compart_process_manager.py:6(<module>)
       84    0.000    0.000    0.000    0.000 legacy.py:54(_indent)
     1157    0.000    0.000    0.000    0.000 _parser.py:240(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
    50/14    0.000    0.000    0.000    0.000 lambdify.py:589(_imp_namespace)
       92    0.000    0.000    0.000    0.000 container.py:123(wrap)
      618    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       30    0.000    0.000    0.000    0.000 basic.py:155(compare)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3118(__init__)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
       20    0.000    0.000    0.000    0.000 metapop_process_manager.py:29(get_populations)
        7    0.000    0.000    0.000    0.000 expr.py:744(_eval_is_negative)
        1    0.000    0.000    0.000    0.000 asyncsupport.py:163(patch_filters)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        8    0.000    0.000    0.000    0.000 _version.py:114(_compare)
       28    0.000    0.000    0.000    0.000 abc.py:130(register)
       89    0.000    0.000    0.000    0.000 _parser.py:1211(_build_naive)
        4    0.000    0.000    0.000    0.000 __init__.py:734(gen_candidates)
      267    0.000    0.000    0.000    0.000 libmpf.py:291(from_man_exp)
       15    0.000    0.000    0.000    0.000 descriptors.py:671(_get)
       52    0.000    0.000    0.000    0.000 logic.py:239(fromstring)
        3    0.000    0.000    0.000    0.000 expr.py:314(disallowed)
       10    0.000    0.000    0.000    0.000 idtracking.py:176(visit_For)
     2308    0.000    0.000    0.000    0.000 either.py:89(type_params)
      221    0.000    0.000    0.000    0.000 numbers.py:726(__hash__)
        2    0.000    0.000    0.000    0.000 emulsion_model.py:92(_reset_all)
       89    0.000    0.000    0.000    0.000 _parser.py:480(resolve_ymd)
       90    0.000    0.000    0.000    0.000 compiler.py:1399(visit_Name)
        1    0.000    0.000    0.000    0.000 graphs.py:17(<module>)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
       25    0.000    0.000    0.000    0.000 pathlib.py:660(_from_parts)
       44    0.000    0.000    0.000    0.000 nodes.py:232(__ne__)
        1    0.000    0.000    0.000    0.000 cast.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1512(_array_str_implementation)
       26    0.000    0.000    0.000    0.000 generic.py:6(create_pandas_abc_type)
      147    0.000    0.000    0.000    0.000 util.py:100(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:127(__sub__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_api.py:46(Comparator)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reflection.py:26(<module>)
        1    0.000    0.000    0.000    0.000 glyphs.py:247(Bezier)
      805    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       15    0.000    0.000    0.000    0.000 descriptors.py:699(_get_default)
       51    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
       12    0.000    0.000    0.000    0.000 typing.py:760(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 glyphs.py:605(ImageURL)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 rl.py:4(<module>)
      364    0.000    0.000    0.000    0.000 _compat.py:29(<lambda>)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ctx_fp.py:18(__init__)
        1    0.000    0.000    0.000    0.000 dml.py:22(UpdateBase)
        8    0.000    0.000    0.000    0.000 future.py:80(__new__)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
       73    0.000    0.000    0.000    0.000 numbers.py:78(mpf_norm)
       13    0.000    0.000    0.000    0.000 nanops.py:54(__init__)
        1    0.000    0.000    0.000    0.000 markups.py:15(<module>)
        1    0.000    0.000    0.000    0.000 log.py:19(<module>)
       97    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       14    0.000    0.000    0.000    0.000 basic.py:405(atoms)
      153    0.000    0.000    0.000    0.000 parse.py:105(_decode_args)
       12    0.000    0.000    0.000    0.000 iterables.py:624(sift)
        8    0.000    0.000    0.000    0.000 generic.py:11646(_make_cum_function)
       15    0.000    0.000    0.000    0.000 arrayprint.py:465(wrapper)
       10    0.000    0.000    0.000    0.000 mul.py:1235(_eval_is_positive)
      121    0.000    0.000    0.000    0.000 symbol.py:57(_sanitize)
        1    0.000    0.000    0.000    0.000 meijerint.py:27(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4815(parseImpl)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
    20/18    0.000    0.000    0.000    0.000 compiler.py:203(visit_Filter)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
        5    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sortedlist.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2256(declare_namespace)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
     1669    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
      122    0.000    0.000    0.000    0.000 lexer.py:548(_normalize_newlines)
        1    0.000    0.000    0.000    0.000 dtypes.py:611(DatetimeTZDtype)
      322    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
      100    0.000    0.000    0.000    0.000 multi_process_manager.py:94(add_host)
        9    0.000    0.000    0.000    0.000 symbol.py:354(symbols)
        1    0.000    0.000    0.000    0.000 state.py:10(<module>)
        1    0.000    0.000    0.000    0.000 range.py:36(RangeIndex)
        1    0.000    0.000    0.000    0.000 cm.py:86(<dictcomp>)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2160(ARRAY)
       89    0.000    0.000    0.000    0.000 __init__.py:2896(<listcomp>)
        1    0.000    0.000    0.000    0.000 polyerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lattice.py:26(<module>)
     2739    0.000    0.000    0.000    0.000 inspect.py:2525(annotation)
       10    0.000    0.000    0.000    0.000 mul.py:1172(_eval_is_imaginary)
       44    0.000    0.000    0.000    0.000 nodes.py:228(__eq__)
        1    0.000    0.000    0.000    0.000 url.py:15(<module>)
        2    0.000    0.000    0.000    0.000 emulsion_model.py:176(_init_namespace)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:28(<module>)
       94    0.000    0.000    0.000    0.000 operations.py:50(_from_args)
        3    0.000    0.000    0.000    0.000 base.py:1036(_add_arithmetic_ops)
        1    0.000    0.000    0.000    0.000 glyphs.py:462(Image)
      386    0.000    0.000    0.000    0.000 core.py:70(__init__)
       45    0.000    0.000    0.000    0.000 compiler.py:475(enter_frame)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 piecewise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 diagonal.py:1(<module>)
       89    0.000    0.000    0.000    0.000 _parser.py:227(__init__)
        1    0.000    0.000    0.000    0.000 coreviews.py:12(<module>)
    120/4    0.000    0.000    0.000    0.000 docopt.py:149(flat)
     1170    0.000    0.000    0.000    0.000 compat.py:196(formatargandannotation)
     1527    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 ask.py:31(AssumptionKeys)
     3018    0.000    0.000    0.000    0.000 bases.py:269(validate)
       14    0.000    0.000    0.000    0.000 expr.py:227(_filter_nodes)
        1    0.000    0.000    0.000    0.000 glyphs.py:208(Arc)
        1    0.000    0.000    0.000    0.000 base.py:32(ExtensionArray)
      713    0.000    0.000    0.000    0.000 numbers.py:2153(__hash__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2193(__mul__)
       27    0.000    0.000    0.000    0.000 pathlib.py:640(_parse_args)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
   154/80    0.000    0.000    0.000    0.000 basic.py:501(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:1(<module>)
      306    0.000    0.000    0.000    0.000 constructor.py:159(construct_scalar)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pagerank_alg.py:1(<module>)
       64    0.000    0.000    0.000    0.000 container.py:117(__init__)
        2    0.000    0.000    0.000    0.000 std.py:1219(close)
    115/4    0.000    0.000    0.000    0.000 docopt.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 release.py:30(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:825(validate_cycler)
      276    0.000    0.000    0.000    0.000 compatibility.py:256(is_sequence)
        1    0.000    0.000    0.000    0.000 domain.py:1(<module>)
        4    0.000    0.000    0.000    0.000 emulsion_model.py:188(<dictcomp>)
        1    0.000    0.000    0.000    0.000 property_mixins.py:116(_BaseLineProps)
      153    0.000    0.000    0.000    0.000 base.py:729(__array__)
        1    0.000    0.000    0.000    0.000 scope.py:3(<module>)
        1    0.000    0.000    0.000    0.000 glyphs.py:773(Oval)
        1    0.000    0.000    0.000    0.000 selections.py:11(<module>)
      394    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       62    0.000    0.000    0.000    0.000 symbol.py:139(_hashable_content)
       33    0.000    0.000    0.000    0.000 nanops.py:56(<genexpr>)
       10    0.000    0.000    0.000    0.000 dependencies.py:50(import_optional)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2257(Comparator)
      256    0.000    0.000    0.000    0.000 pretty_symbology.py:15(U)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-575>:1(_random_state)
        6    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
     1082    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
       29    0.000    0.000    0.000    0.000 rcsetup.py:90(<listcomp>)
        3    0.000    0.000    0.000    0.000 parser.py:304(parse_from)
       68    0.000    0.000    0.000    0.000 functions.py:445(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 glyphs.py:1247(Wedge)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 compiler.py:320(SQLCompiler)
        1    0.000    0.000    0.000    0.000 symbol.py:181(Dummy)
      102    0.000    0.000    0.000    0.000 common.py:126(_stringify_path)
       61    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:10(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:186(__init__)
     1146    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        6    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 decorator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:3(<module>)
     2699    0.000    0.000    0.000    0.000 bases.py:350(has_ref)
       38    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
      942    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 visual.py:87(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:50(__init__)
       10    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mappers.py:64(ColorMapper)
       30    0.000    0.000    0.000    0.000 expr.py:1678(<lambda>)
      126    0.000    0.000    0.000    0.000 expr.py:229(<genexpr>)
      773    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
       75    0.000    0.000    0.000    0.000 cm.py:52(_reverse_cmap_spec)
    44/40    0.000    0.000    0.000    0.000 nodes.py:631(as_const)
     1015    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 nx_agraph.py:25(<module>)
       15    0.000    0.000    0.000    0.000 descriptors.py:577(instance_default)
     1062    0.000    0.000    0.000    0.000 _parser.py:214(isnum)
     1526    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        6    0.000    0.000    0.000    0.000 state_machines.py:256(_parse_edges)
       38    0.000    0.000    0.000    0.000 numbers.py:1249(__eq__)
        1    0.000    0.000    0.000    0.000 cxxcode.py:1(<module>)
       74    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
       27    0.000    0.000    0.000    0.000 __init__.py:1890(has_metadata)
       52    0.000    0.000    0.000    0.000 deprecations.py:140(<listcomp>)
       60    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 simple_paths.py:6(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 quality.py:12(<module>)
       44    0.000    0.000    0.000    0.000 _internal.py:262(__array_interface__)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:65(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 html.py:4(<module>)
        1    0.000    0.000    0.000    0.000 notebook.py:9(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
     1025    0.000    0.000    0.000    0.000 basic.py:645(args)
        8    0.000    0.000    0.000    0.000 sets.py:1885(__new__)
        1    0.000    0.000    0.000    0.000 glyphs.py:298(Ellipse)
       16    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
      178    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
       83    0.000    0.000    0.000    0.000 pyparsing.py:2806(__init__)
        1    0.000    0.000    0.000    0.000 field.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomialring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pde.py:34(<module>)
        3    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       11    0.000    0.000    0.000    0.000 mul.py:1668(as_ordered_factors)
        1    0.000    0.000    0.000    0.000 release.py:134(get_info)
      192    0.000    0.000    0.000    0.000 __init__.py:30(set_function_name)
        1    0.000    0.000    0.000    0.000 numeric.py:349(Float64Index)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2248(makeOptionalList)
       30    0.000    0.000    0.000    0.000 expr.py:1658(has)
        1    0.000    0.000    0.000    0.000 period.py:111(PeriodArray)
