Simulation level:metapop
Simulation finished in 107.32 s
Outputs stored in outputs/counts.csv
         238129223 function calls (202679393 primitive calls) in 110.198 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       51    0.000    0.000    0.000    0.000 common.py:155(is_s3_url)
      256    0.000    0.000    0.000    0.000 libintmath.py:70(gmpy_trailing)
       91    0.000    0.000    0.000    0.000 _parser.py:1009(_find_hms_idx)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-394>:1(_not_implemented_for)
        3    0.000    0.000    0.000    0.000 _decorators.py:218(decorate)
        1    0.000    0.000    0.000    0.000 annotations.py:1082(Whisker)
        1    0.000    0.000    0.000    0.000 selectable.py:242(HasPrefixes)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6704(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 missing.py:23(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:158(Compiled)
      234    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        2    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 docopt.py:8(<module>)
      433    0.000    0.000    0.000    0.000 facts.py:69(_as_pair)
       27    0.000    0.000    0.000    0.000 mul.py:1087(<genexpr>)
       89    0.000    0.000    0.000    0.000 _parser.py:62(__init__)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 heaps.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-153>:1(_not_implemented_for)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-15>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-431>:1(_random_state)
      346    0.000    0.000    0.000    0.000 facts.py:455(<genexpr>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-74>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-105>:1(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 generic.py:11696(_make_logical_function)
        1    0.000    0.000    0.000    0.000 __init__.py:625(get_configdir)
        6    0.000    0.000    0.000    0.000 sets.py:578(__contains__)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2848(__init__)
        1    0.000    0.000    0.000    0.000 session_id.py:13(<module>)
        1    0.000    0.000    0.000    0.000 base.py:320(Executable)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-309>:1(_not_implemented_for)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2270(__or__)
        1    0.000    0.000    0.000    0.000 lines.py:208(Line2D)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-65>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-543>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 groups.py:25(GroupAgent)
       12    0.000    0.000    0.000    0.000 six.py:91(__get__)
        4    0.000    0.000    0.000    0.000 mul.py:1716(_keep_coeff)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-82>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-141>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-531>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 json_encoder.py:41(<module>)
      160    0.000    0.000    0.000    0.000 __init__.py:1934(__init__)
        1    0.000    0.000    0.000    0.000 sparse.py:20(SparseMatrix)
      108    0.000    0.000    0.000    0.000 __init__.py:269(_get_opstr)
       80    0.000    0.000    0.000    0.000 container.py:109(_sphinx_type)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-33>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-159>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 wrappers.py:52(<module>)
       19    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
        1    0.000    0.000    0.000    0.000 timedeltas.py:66(TimedeltaIndex)
       14    0.000    0.000    0.000    0.000 container.py:205(_sphinx_type)
        2    0.000    0.000    0.000    0.000 resources.py:70(__init__)
      208    0.000    0.000    0.000    0.000 ctx_iv.py:356(_wrap_specfun)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-59>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-77>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-533>:1(_random_state)
        1    0.000    0.000    0.000    0.000 window.py:478(Window)
      209    0.000    0.000    0.000    0.000 bases.py:461(_sphinx_type)
        1    0.000    0.000    0.000    0.000 ranges.py:69(Range1d)
        1    0.000    0.000    0.000    0.000 tables.py:537(TableColumn)
      626    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 __init__.py:1349(setLevel)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3762(streamline)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-73>:1(_random_state)
        1    0.000    0.000    0.000    0.000 inputs.py:196(Select)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-53>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-545>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-690>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 dtypes.py:941(IntervalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:779(PeriodDtype)
       40    0.000    0.000    0.000    0.000 dataspec.py:363(make_descriptors)
      577    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 mpelements.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:819(__class_getitem__)
        1    0.000    0.000    0.000    0.000 views.py:425(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1304(_clear_cache)
        1    0.000    0.000    0.000    0.000 plistlib.py:931(load)
        2    0.000    0.000    0.000    0.000 facts.py:308(rules_beta)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-81>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-87>:1(_random_state)
        2    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-530>:1(is_arborescence)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-701>:1(_random_state)
        1    0.000    0.000    0.000    0.000 dates.py:3(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:169(Legend)
       21    0.000    0.000    0.000    0.000 sympy_tokenize.py:265(untokenize)
       57    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
      204    0.000    0.000    0.000    0.000 numeric.py:1323(<listcomp>)
      929    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
       10    0.000    0.000    0.000    0.000 mul.py:1127(_eval_is_real)
        1    0.000    0.000    0.000    0.000 indexed.py:497(Idx)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-35>:1(_random_state)
      116    0.000    0.000    0.000    0.000 accessor.py:77(_create_delegator_property)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
       52    0.000    0.000    0.000    0.000 mul.py:387(<listcomp>)
       65    0.000    0.000    0.000    0.000 compiler.py:133(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-217>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-684>:1(_not_implemented_for)
        9    0.000    0.000    0.000    0.000 base.py:1055(_add_comparison_ops)
        1    0.000    0.000    0.000    0.000 libelefun.py:10(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mpelements.py:48(__init__)
        1    0.000    0.000    0.000    0.000 exponential.py:189(exp)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-314>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-553>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-555>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-569>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-623>:1(_open_file)
        1    0.000    0.000    0.000    0.000 __init__.py:214(_sanity_check)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
       84    0.000    0.000    0.000    0.000 lambdify.py:457(_module_present)
      6/2    0.000    0.000    0.000    0.000 decorators.py:64(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-521>:1(_not_implemented_for)
     1254    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
      204    0.000    0.000    0.000    0.000 base.py:617(<dictcomp>)
      102    0.000    0.000    0.000    0.000 generic.py:400(_get_axis_number)
        1    0.000    0.000    0.000    0.000 groupby.py:1340(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 datetime.py:9(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:536(_code_to_timestamp_pyc)
      153    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        1    0.000    0.000    0.000    0.000 libmpf.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 zetazeros.py:16(<module>)
       10    0.000    0.000    0.000    0.000 decorators.py:25(deprecated_decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-5>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-557>:1(_nodes_or_number)
      192    0.000    0.000    0.000    0.000 __init__.py:323(_get_op_name)
        1    0.000    0.000    0.000    0.000 window.py:58(_Window)
       44    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       10    0.000    0.000    0.000    0.000 mul.py:1130(_eval_real_imag)
       10    0.000    0.000    0.000    0.000 mul.py:1235(_eval_is_positive)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-85>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-313>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 sql.py:4(<module>)
      198    0.000    0.000    0.000    0.000 __init__.py:2553(is_version_line)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-69>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-683>:1(_random_state)
        1    0.000    0.000    0.000    0.000 elements.py:2391(TypeCoerce)
        2    0.000    0.000    0.000    0.000 api.py:123(decorate)
        9    0.000    0.000    0.000    0.000 basic.py:1125(has)
        6    0.000    0.000    0.000    0.000 sets.py:290(contains)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:1(<module>)
      510    0.000    0.000    0.000    0.000 concat.py:142(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4204(__init__)
        1    0.000    0.000    0.000    0.000 widget.py:14(<module>)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
     13/6    0.000    0.000    0.000    0.000 numbers.py:1452(__new__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:36(sinh)
       20    0.000    0.000    0.000    0.000 compiler.py:63(optimizeconst)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ranges.py:162(DataRange1d)
        2    0.000    0.000    0.000    0.000 api.py:31(listen)
        1    0.000    0.000    0.000    0.000 schema.py:2466(PassiveDefault)
        1    0.000    0.000    0.000    0.000 boolalg.py:860(Equivalent)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-471>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-655>:1(_open_file)
       24    0.000    0.000    0.000    0.000 dviread.py:155(decorate)
      306    0.000    0.000    0.000    0.000 events.py:65(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:333(get_makefile_filename)
       60    0.000    0.000    0.000    0.000 core.py:73(__cmp__)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-679>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-705>:1(_random_state)
        1    0.000    0.000    0.000    0.000 paths.py:11(<module>)
       51    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(bincount)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-435>:1(_random_state)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        6    0.000    0.000    0.000    0.000 groupby.py:1346(groupby_function)
        1    0.000    0.000    0.000    0.000 atoms.py:5(<module>)
        1    0.000    0.000    0.000    0.000 recurr.py:48(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-535>:1(_random_state)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
       70    0.000    0.000    0.000    0.000 container.py:95(_is_seq)
        1    0.000    0.000    0.000    0.000 tools.py:1003(HoverTool)
        1    0.000    0.000    0.000    0.000 sqltypes.py:1603(Boolean)
        5    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
  151/140    0.000    0.000    0.000    0.000 typing.py:664(__hash__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-147>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 glyphs.py:1208(VBar)
        9    0.000    0.000    0.000    0.000 symbol.py:148(sort_key)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2121(atan)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-125>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-171>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-567>:1(_random_state)
      102    0.000    0.000    0.000    0.000 include.py:53(__init__)
        1    0.000    0.000    0.000    0.000 schema.py:4035(ThreadLocalMetaData)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-458>:1(_not_implemented_for)
       16    0.000    0.000    0.000    0.000 offsets.py:94(apply_wraps)
      255    0.000    0.000    0.000    0.000 blocks.py:304(__len__)
      598    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      793    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       57    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       58    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 numeric.py:2400(extend_all)
        1    0.000    0.000    0.000    0.000 plistlib.py:255(parse)
       62    0.000    0.000    0.000    0.000 symbol.py:143(assumptions0)
        1    0.000    0.000    0.000    0.000 factorials.py:207(subfactorial)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-3>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-41>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-437>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-450>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 recognition.py:88(is_arborescence)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-667>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:770(StataMissingValue)
        1    0.000    0.000    0.000    0.000 configparser.py:1304(ConverterMapping)
        1    0.000    0.000    0.000    0.000 schema.py:80(SchemaItem)
      315    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       75    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       10    0.000    0.000    0.000    0.000 mul.py:1179(_eval_is_hermitian)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-707>:1(_random_state)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        1    0.000    0.000    0.000    0.000 _osx_support.py:277(_check_for_unavailable_sdk)
       22    0.000    0.000    0.000    0.000 basic.py:1172(<genexpr>)
       36    0.000    0.000    0.000    0.000 ask.py:1323(register_handler)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-45>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-149>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-647>:1(_open_file)
        4    0.000    0.000    0.000    0.000 base.py:5525(_add_numeric_methods)
      255    0.000    0.000    0.000    0.000 concat.py:127(is_nonempty)
        1    0.000    0.000    0.000    0.000 inputs.py:270(ColorPicker)
        8    0.000    0.000    0.000    0.000 libmpf.py:1205(to_str)
        1    0.000    0.000    0.000    0.000 realfield.py:47(__init__)
       51    0.000    0.000    0.000    0.000 common.py:163(is_gcs_url)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 axes.py:224(CategoricalAxis)
       74    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
        1    0.000    0.000    0.000    0.000 sysconfig.py:516(get_path)
       24    0.000    0.000    0.000    0.000 evalf.py:112(pure_complex)
       79    0.000    0.000    0.000    0.000 lexer.py:260(test_any)
        1    0.000    0.000    0.000    0.000 loaders.py:10(<module>)
      164    0.000    0.000    0.000    0.000 colors.py:423(__init__)
        1    0.000    0.000    0.000    0.000 options.py:10(<module>)
        1    0.000    0.000    0.000    0.000 base.py:441(ColumnCollection)
        1    0.000    0.000    0.000    0.000 tokens.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-526>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-665>:1(_not_implemented_for)
        6    0.000    0.000    0.000    0.000 patches.py:1814(<listcomp>)
      304    0.000    0.000    0.000    0.000 enums.py:164(__contains__)
       97    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       16    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        1    0.000    0.000    0.000    0.000 sysconfig.py:504(get_paths)
        1    0.000    0.000    0.000    0.000 _osx_support.py:429(get_platform_osx)
       10    0.000    0.000    0.000    0.000 mul.py:1182(_eval_herm_antiherm)
      461    0.000    0.000    0.000    0.000 _parser.py:209(isword)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-39>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-288>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-457>:1(_not_implemented_for)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4809(__init__)
        1    0.000    0.000    0.000    0.000 threadlocal.py:14(<module>)
        9    0.000    0.000    0.000    0.000 numbers.py:941(__new__)
       76    0.000    0.000    0.000    0.000 numbers.py:2107(__eq__)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-167>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-412>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-433>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-462>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-672>:1(_not_implemented_for)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4054(__str__)
      147    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 sysconfig.py:168(_expand_vars)
        1    0.000    0.000    0.000    0.000 glyphs.py:409(HexTile)
      306    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
      264    0.000    0.000    0.000    0.000 lexer.py:315(__bool__)
       51    0.000    0.000    0.000    0.000 inference.py:423(is_sequence)
       70    0.000    0.000    0.000    0.000 regex.py:90(validate)
        1    0.000    0.000    0.000    0.000 tools.py:193(Toolbar)
        2    0.000    0.000    0.000    0.000 views.py:431(add)
        1    0.000    0.000    0.000    0.000 extrapolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:220(erfc)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-547>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-711>:1(_open_file)
        3    0.000    0.000    0.000    0.000 base.py:1036(_add_arithmetic_ops)
       51    0.000    0.000    0.000    0.000 frame.py:3532(_ensure_valid_index)
       42    0.000    0.000    0.000    0.000 deprecation.py:23(_generate_deprecation_message)
       11    0.000    0.000    0.000    0.000 ansitowin32.py:193(write_plain_text)
        1    0.000    0.000    0.000    0.000 ibm_process_manager.py:6(<module>)
        1    0.000    0.000    0.000    0.000 singleton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:1510(__new__)
        1    0.000    0.000    0.000    0.000 asyncfilters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-37>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-47>:1(_random_state)
        4    0.000    0.000    0.000    0.000 parser.py:476(parse_flow_sequence_entry)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:311(_init_builtins)
        1    0.000    0.000    0.000    0.000 operations.py:11(AssocOp)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-23>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-334>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-454>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-633>:1(_open_file)
       70    0.000    0.000    0.000    0.000 visual.py:94(transform)
        2    0.000    0.000    0.000    0.000 registry.py:187(listen)
       51    0.000    0.000    0.000    0.000 csvs.py:224(_save_header)
        2    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 multidigraph.py:11(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-155>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-287>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-537>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-619>:1(_open_file)
        1    0.000    0.000    0.000    0.000 datetimelike.py:327(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 templates.py:72(get_env)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        1    0.000    0.000    0.000    0.000 function.py:225(Application)
        8    0.000    0.000    0.000    0.000 __init__.py:785(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      910    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
       13    0.000    0.000    0.000    0.000 basic.py:1174(_has)
        1    0.000    0.000    0.000    0.000 facts.py:217(rules_2prereq)
        1    0.000    0.000    0.000    0.000 fu.py:187(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:534(wait)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-19>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-55>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-221>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-571>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-661>:1(_open_file)
       16    0.000    0.000    0.000    0.000 instance.py:120(_sphinx_type)
        1    0.000    0.000    0.000    0.000 property_mixins.py:334(ScalarTextProps)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2091(Comparator)
        2    0.000    0.000    0.000    0.000 parser.py:471(parse_flow_sequence_first_entry)
       26    0.000    0.000    0.000    0.000 compiler.py:409(signature)
        1    0.000    0.000    0.000    0.000 selector_events.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-349>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-564>:1(_not_implemented_for)
  157/155    0.000    0.000    0.000    0.000 pyparsing.py:546(__init__)
        1    0.000    0.000    0.000    0.000 sampledata.py:9(<module>)
        2    0.000    0.000    0.000    0.000 emulsion_model.py:545(build_prototypes)
       26    0.000    0.000    0.000    0.000 utils.py:348(get)
        6    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        1    0.000    0.000    0.000    0.000 modularinteger.py:13(ModularInteger)
        1    0.000    0.000    0.000    0.000 powsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-114>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-213>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-517>:1(_not_implemented_for)
       29    0.000    0.000    0.000    0.000 pyparsing.py:3308(parseImpl)
        2    0.000    0.000    0.000    0.000 palettes.py:1267(d3)
        1    0.000    0.000    0.000    0.000 buttons.py:145(Dropdown)
       21    0.000    0.000    0.000    0.000 sympy_tokenize.py:213(untokenize)
      406    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       37    0.000    0.000    0.000    0.000 libmpf.py:491(from_rational)
       26    0.000    0.000    0.000    0.000 mul.py:1682(<lambda>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-219>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-461>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:67(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:88(DatetimeIndex)
        2    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 descriptors.py:77(<module>)
      441    0.000    0.000    0.000    0.000 container.py:171(type_params)
        1    0.000    0.000    0.000    0.000 dml.py:448(Insert)
      146    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        6    0.000    0.000    0.000    0.000 misc.py:122(debug_decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-525>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-629>:1(_open_file)
        1    0.000    0.000    0.000    0.000 bessel.py:1021(airyai)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-179>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 groupby.py:339(_GroupBy)
     1333    0.000    0.000    0.000    0.000 bases.py:257(transform)
        1    0.000    0.000    0.000    0.000 warnings.py:22(<module>)
        1    0.000    0.000    0.000    0.000 base.py:598(ColumnSet)
        1    0.000    0.000    0.000    0.000 {method 'ParseFile' of 'pyexpat.xmlparser' objects}
        3    0.000    0.000    0.000    0.000 compiler.py:965(visit_FromImport)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-7>:1(_random_state)
